,id,wnID,words
959,960,n04254120,soap_dispenser
960,961,n03595614,jersey
961,962,n04146614,school_bus
962,963,n03598930,jigsaw_puzzle
963,964,n03958227,plastic_bag
964,965,n04069434,reflex_camera
965,966,n03188531,diaper
966,967,n02786058,Band_Aid
967,968,n07615774,ice_lolly
968,969,n04525038,velvet
969,970,n04409515,tennis_ball
970,971,n03424325,gasmask
971,972,n03223299,doormat
972,973,n03680355,Loafer
973,974,n07614500,ice_cream
974,975,n07695742,pretzel
975,976,n04033995,quilt
976,977,n03710721,maillot
977,978,n04392985,tape_player
978,979,n03047690,clog
979,980,n03584254,iPod
980,981,n13054560,bolete
981,982,n10565667,scuba_diver
982,983,n03950228,pitcher
983,984,n03729826,matchstick
984,985,n02837789,bikini
985,986,n04254777,sock
986,987,n02988304,CD_player
987,988,n03657121,lens_cap
988,989,n04417672,thatch
989,990,n04523525,vault
990,991,n02815834,beaker
991,992,n09229709,bubble
992,993,n07697313,cheeseburger
993,994,n03888605,parallel_bars
994,995,n03355925,flagpole
995,996,n03063599,coffee_mug
996,997,n04116512,rubber_eraser
997,998,n04325704,stole
998,999,n07831146,carbonara
999,1000,n03255030,dumbbell
