,id,wnID,words
959,960,n04254120,soap_dispenser
960,961,n03595614,jersey
961,962,n04146614,school_bus
962,963,n03598930,jigsaw_puzzle
963,964,n03958227,plastic_bag
964,965,n04069434,reflex_camera
965,966,n03188531,diaper
966,967,n02786058,Band_Aid
967,968,n07615774,ice_lolly
968,969,n04525038,velvet
969,970,n04409515,tennis_ball
970,971,n03424325,gasmask
971,972,n03223299,doormat
972,973,n03680355,Loafer
973,974,n07614500,ice_cream
974,975,n07695742,pretzel
975,976,n04033995,quilt
976,977,n03710721,maillot
977,978,n04392985,tape_player
978,979,n03047690,clog
979,980,n03584254,iPod
980,981,n13054560,bolete
981,982,n10565667,scuba_diver
982,983,n03950228,pitcher
983,984,n03729826,matchstick
984,985,n02837789,bikini
985,986,n04254777,sock
986,987,n02988304,CD_player
987,988,n03657121,lens_cap
988,989,n04417672,thatch
989,990,n04523525,vault
990,991,n02815834,beaker
991,992,n09229709,bubble
992,993,n07697313,cheeseburger
993,994,n03888605,parallel_bars
994,995,n03355925,flagpole
995,996,n03063599,coffee_mug
996,997,n04116512,rubber_eraser
997,998,n04325704,stole
998,999,n07831146,carbonara
999,1000,n03255030,dumbbell
1000,1001,n00001740,entity
1001,1002,n00001930,physical_entity
1002,1003,n00020827,matter
1003,1004,n00020090,substance
1004,1005,n00021265,food
1005,1006,n07566340,foodstuff
1006,1007,n07566863,starches
1007,1008,n07710616,potato
1008,1009,n07679356,bread
1009,1010,n07683786,loaf_of_bread
1010,1011,n07681926,cracker
1011,1012,n07680932,bun
1012,1013,n07809096,ingredient
1013,1014,n07809368,flavorer
1014,1015,n07810907,condiment
1015,1016,n07582609,dip
1016,1017,n07829412,sauce
1017,1018,n07838233,spaghetti_sauce
1018,1019,n07882497,concoction
1019,1020,n07560652,fare
1020,1021,n07570720,nutriment
1021,1022,n07557434,dish
1022,1023,n07588947,stew
1023,1024,n07583197,soup
1024,1025,n07712382,snack_food
1025,1026,n07695965,sandwich
1026,1027,n07697100,hamburger
1027,1028,n07556970,course
1028,1029,n07579575,entree
1029,1030,n07609840,dessert
1030,1031,n07611358,frozen_dessert
1031,1032,n07612996,pudding
1032,1033,n07800091,feed
1033,1034,n07800740,fodder
1034,1035,n07881800,beverage
1035,1036,n07929519,coffee
1036,1037,n07884567,alcohol
1037,1038,n07891726,wine
1038,1039,n07911371,mixed_drink
1039,1040,n07930554,punch
1040,1041,n14778436,agent
1041,1042,n03247620,drug
1042,1043,n03248958,drug_of_abuse
1043,1044,n03740161,medicine
1044,1045,n03994008,powder
1045,1046,n00019613,substance
1046,1047,n14580897,material
1047,1048,n14974264,paper
1048,1049,n15074962,tissue
1049,1050,n14939900,fluid
1050,1051,n14940386,liquid
1051,1052,n15046900,solid
1052,1053,n07555863,food
1053,1054,n07622061,baked_goods
1054,1055,n07705711,produce
1055,1056,n07705931,edible_fruit
1056,1057,n07739125,apple
1057,1058,n07739506,eating_apple
1058,1059,n07742704,berry
1059,1060,n07747055,citrus
1060,1061,n07707451,vegetable
1061,1062,n07710007,solanaceous_vegetable
1062,1063,n07720442,pepper
1063,1064,n07720615,sweet_pepper
1064,1065,n07710283,root_vegetable
1065,1066,n07713395,cruciferous_vegetable
1066,1067,n07713895,cabbage
1067,1068,n07715561,squash
1068,1069,n07715721,summer_squash
1069,1070,n07717070,winter_squash
1070,1071,n00007347,causal_agent
1071,1072,n00007846,person
1072,1073,n09613191,contestant
1073,1074,n10439851,player
1074,1075,n09820263,athlete
1075,1076,n10072708,explorer
1076,1077,n10019552,diver
1077,1078,n09626238,peer
1078,1079,n09816771,associate
1079,1080,n10401829,participant
1080,1081,n00002684,object
1081,1082,n09287968,geological_formation
1082,1083,n09366017,natural_depression
1083,1084,n09366317,natural_elevation
1084,1085,n09359803,mountain
1085,1086,n09409512,ridge
1086,1087,n09214060,bar
1087,1088,n09406793,reef
1088,1089,n09433442,shore
1089,1090,n09443453,spring
1090,1091,n00027167,location
1091,1092,n08620061,point
1092,1093,n08578706,geographic_point
1093,1094,n04602044,workplace
1094,1095,n00003553,whole
1095,1096,n00019128,natural_object
1096,1097,n09349797,mechanism
1097,1098,n09214581,barrier
1098,1099,n13086908,plant_part
1099,1100,n13087625,plant_organ
1100,1101,n11675842,reproductive_structure
1101,1102,n13134947,fruit
1102,1103,n13135832,seed
1103,1104,n11689483,oilseed
1104,1105,n12156819,grain
1105,1106,n12157056,kernel
1106,1107,n13138842,pome
1107,1108,n00004258,living_thing
1108,1109,n00004475,organism
1109,1110,n00017222,plant
1110,1111,n13083586,vascular_plant
1111,1112,n11552386,spermatophyte
1112,1113,n11665372,angiosperm
1113,1114,n11669921,flower
1114,1115,n12041446,orchid
1115,1116,n12056217,lady's_slipper
1116,1117,n12992868,fungus
1117,1118,n12997654,basidiomycete
1118,1119,n00015388,animal
1119,1120,n01905661,invertebrate
1120,1121,n01767661,arthropod
1121,1122,n01769347,arachnid
1122,1123,n01772222,spider
1123,1124,n01776192,acarine
1124,1125,n01974773,crustacean
1125,1126,n01975687,malacostracan_crustacean
1126,1127,n01976146,decapod_crustacean
1127,1128,n01976957,crab
1128,1129,n01982650,lobster
1129,1130,n01983048,true_lobster
1130,1131,n02159955,insect
1131,1132,n02164464,beetle
1132,1133,n02171453,lamellicorn_beetle
1133,1134,n02171869,scarabaeid_beetle
1134,1135,n02188699,dipterous_insect
1135,1136,n02206270,hymenopterous_insect
1136,1137,n02226183,orthopterous_insect
1137,1138,n02231052,phasmid
1138,1139,n02232951,dictyopterous_insect
1139,1140,n02246011,homopterous_insect
1140,1141,n02263378,neuropteron
1141,1142,n02268148,odonate
1142,1143,n02274024,lepidopterous_insect
1143,1144,n02274259,butterfly
1144,1145,n02274822,nymphalid
1145,1146,n02279637,danaid
1146,1147,n02280458,pierid
1147,1148,n01909422,coelenterate
1148,1149,n01914163,anthozoan
1149,1150,n01915811,coral
1150,1151,n01916925,stony_coral
1151,1152,n01922303,worm
1152,1153,n01940736,mollusk
1153,1154,n01942177,gastropod
1154,1155,n01968315,cephalopod
1155,1156,n02316707,echinoderm
1156,1157,n01317541,domestic_animal
1157,1158,n02121808,domestic_cat
1158,1159,n02084071,dog
1159,1160,n02087122,hunting_dog
1160,1161,n02098550,sporting_dog
1161,1162,n02099997,pointer
1162,1163,n02100399,setter
1163,1164,n02101108,spaniel
1164,1165,n02102605,water_spaniel
1165,1166,n02101861,springer_spaniel
1166,1167,n02099029,retriever
1167,1168,n02092468,terrier
1168,1169,n02095050,fox_terrier
1169,1170,n02095412,wirehair
1170,1171,n02095727,Welsh_terrier
1171,1172,n02096756,schnauzer
1172,1173,n02093056,bullterrier
1173,1174,n02087551,hound
1174,1175,n02090475,wolfhound
1175,1176,n02088839,coonhound
1176,1177,n02089555,foxhound
1177,1178,n02090827,greyhound
1178,1179,n02112826,corgi
1179,1180,n02113335,poodle
1180,1181,n02112497,griffon
1181,1182,n02103406,working_dog
1182,1183,n02104523,shepherd_dog
1183,1184,n02104882,Belgian_sheepdog
1184,1185,n02103841,watchdog
1185,1186,n02106966,pinscher
1186,1187,n02109811,sled_dog
1187,1188,n02107420,Sennenhunde
1188,1189,n02108254,mastiff
1189,1190,n02108672,bulldog
1190,1191,n02111626,spitz
1191,1192,n02085374,toy_dog
1192,1193,n02086346,toy_spaniel
1193,1194,n02086478,English_toy_spaniel
1194,1195,n02152991,game
1195,1196,n02153203,game_bird
1196,1197,n01795088,grouse
1197,1198,n01802721,phasianid
1198,1199,n01803078,pheasant
1199,1200,n01805801,peafowl
1200,1201,n02384858,racer
1201,1202,n01466257,chordate
1202,1203,n01471682,vertebrate
1203,1204,n01861778,mammal
1204,1205,n01886756,placental
1205,1206,n02323449,lagomorph
1206,1207,n02323902,leporid
1207,1208,n02324045,rabbit
1208,1209,n02469914,primate
1209,1210,n02496913,lemur
1210,1211,n02470325,ape
1211,1212,n02470899,anthropoid_ape
1212,1213,n02480153,great_ape
1213,1214,n02483092,lesser_ape
1214,1215,n02484322,monkey
1215,1216,n02489589,New_World_monkey
1216,1217,n02484473,Old_World_monkey
1217,1218,n02503127,proboscidean
1218,1219,n02503517,elephant
1219,1220,n02075296,carnivore
1220,1221,n02131653,bear
1221,1222,n02441326,musteline_mammal
1222,1223,n02507649,procyonid
1223,1224,n02134971,viverrine
1224,1225,n02083346,canine
1225,1226,n02115335,wild_dog
1226,1227,n02118333,fox
1227,1228,n02114100,wolf
1228,1229,n02120997,feline
1229,1230,n02121620,cat
1230,1231,n02124623,wildcat
1231,1232,n02127808,big_cat
1232,1233,n02062017,aquatic_mammal
1233,1234,n02073250,sea_cow
1234,1235,n02075927,pinniped_mammal
1235,1236,n02076196,seal
1236,1237,n02076779,eared_seal
1237,1238,n02062430,cetacean
1238,1239,n02062744,whale
1239,1240,n02066707,toothed_whale
1240,1241,n02068974,dolphin
1241,1242,n02063224,baleen_whale
1242,1243,n02370806,ungulate
1243,1244,n02373336,odd-toed_ungulate
1244,1245,n02374149,equine
1245,1246,n02374451,horse
1246,1247,n02394477,even-toed_ungulate
1247,1248,n02437136,camel
1248,1249,n02399000,ruminant
1249,1250,n02401031,bovid
1250,1251,n02411705,sheep
1251,1252,n02419796,antelope
1252,1253,n02414578,wild_sheep
1253,1254,n02415435,mountain_sheep
1254,1255,n02416519,goat
1255,1256,n02417534,wild_goat
1256,1257,n02407959,Old_World_buffalo
1257,1258,n02402010,bovine
1258,1259,n02402425,cattle
1259,1260,n02395003,swine
1260,1261,n02453611,edentate
1261,1262,n02456962,sloth
1262,1263,n02453108,pachyderm
1263,1264,n02329401,rodent
1264,1265,n02364520,cavy
1265,1266,n02355227,squirrel
1266,1267,n02355477,tree_squirrel
1267,1268,n01871543,prototherian
1268,1269,n01871875,monotreme
1269,1270,n01873982,metatherian
1270,1271,n01874434,marsupial
1271,1272,n01881171,phalanger
1272,1273,n01877134,kangaroo
1273,1274,n01503061,bird
1274,1275,n01517565,ratite
1275,1276,n01524359,passerine
1276,1277,n01525720,oscine
1277,1278,n01529672,finch
1278,1279,n01537134,bunting
1279,1280,n01557185,thrush
1280,1281,n01560105,nightingale
1281,1282,n01578575,corvine_bird
1282,1283,n01591697,titmouse
1283,1284,n01604330,bird_of_prey
1284,1285,n01605630,hawk
1285,1286,n01613294,eagle
1286,1287,n01621127,owl
1287,1288,n01789386,gallinaceous_bird
1288,1289,n01816887,parrot
1289,1290,n01819115,cockatoo
1290,1291,n01820348,lory
1291,1292,n01822602,cuculiform_bird
1292,1293,n01823013,cuckoo
1293,1294,n01825930,coraciiform_bird
1294,1295,n01831712,apodiform_bird
1295,1296,n01838038,piciform_bird
1296,1297,n01844917,aquatic_bird
1297,1298,n01845132,waterfowl
1298,1299,n01845477,anseriform_bird
1299,1300,n01846331,duck
1300,1301,n01852861,sea_duck
1301,1302,n01854415,merganser
1302,1303,n01858441,swan
1303,1304,n02000954,wading_bird
1304,1305,n02002075,stork
1305,1306,n02008041,heron
1306,1307,n02008796,egret
1307,1308,n02014941,rail
1308,1309,n02018027,coot
1309,1310,n02022684,shorebird
1310,1311,n02023341,plover
1311,1312,n02025043,turnstone
1312,1313,n02026059,sandpiper
1313,1314,n02031934,snipe
1314,1315,n02016358,gallinule
1315,1316,n02016956,purple_gallinule
1316,1317,n02021795,seabird
1317,1318,n02051474,pelecaniform_seabird
1318,1319,n02055658,sphenisciform_seabird
1319,1320,n02055803,penguin
1320,1321,n02057731,pelagic_bird
1321,1322,n01661091,reptile
1322,1323,n01661592,anapsid
1323,1324,n01662622,chelonian
1324,1325,n01662784,turtle
1325,1326,n01663401,sea_turtle
1326,1327,n01661818,diapsid
1327,1328,n01674216,saurian
1328,1329,n01674464,lizard
1329,1330,n01674990,gecko
1330,1331,n01676755,iguanid
1331,1332,n01685439,teiid_lizard
1332,1333,n01687665,agamid
1333,1334,n01689411,anguid_lizard
1334,1335,n01691951,venomous_lizard
1335,1336,n01692864,lacertid_lizard
1336,1337,n01693783,chameleon
1337,1338,n01694709,monitor
1338,1339,n01695681,archosaur
1339,1340,n01699831,dinosaur
1340,1341,n01700470,ornithischian
1341,1342,n01703569,ceratopsian
1342,1343,n01696633,crocodilian_reptile
1343,1344,n01698434,alligator
1344,1345,n01697178,crocodile
1345,1346,n01726692,snake
1346,1347,n01727646,colubrid_snake
1347,1348,n01741562,constrictor
1348,1349,n01741943,boa
1349,1350,n01743605,python
1350,1351,n01745125,elapid
1351,1352,n01747885,cobra
1352,1353,n01749582,mamba
1353,1354,n01749742,black_mamba
1354,1355,n01752165,viper
1355,1356,n01753959,pit_viper
1356,1357,n01754876,rattlesnake
1357,1358,n01627424,amphibian
1358,1359,n01639765,frog
1359,1360,n01640846,true_frog
1360,1361,n01629276,salamander
1361,1362,n01630284,newt
1362,1363,n01632047,ambystomid
1363,1364,n01473806,aquatic_vertebrate
1364,1365,n02512053,fish
1365,1366,n01480516,cartilaginous_fish
1366,1367,n01482071,elasmobranch
1367,1368,n01482330,shark
1368,1369,n01483522,mackerel_shark
1369,1370,n01488918,requiem_shark
1370,1371,n01495701,ray
1371,1372,n02512938,food_fish
1372,1373,n02534734,salmon
1373,1374,n02514825,bony_fish
1374,1375,n02528163,teleost_fish
1375,1376,n01428580,soft-finned_fish
1376,1377,n01438208,cypriniform_fish
1377,1378,n01439121,cyprinid
1378,1379,n02534559,salmonid
1379,1380,n02552171,spiny-finned_fish
1380,1381,n02554730,percoid_fish
1381,1382,n02605316,butterfly_fish
1382,1383,n02606384,damselfish
1383,1384,n02642107,scorpaenoid
1384,1385,n02642644,scorpaenid
1385,1386,n02652668,plectognath
1386,1387,n02638596,ganoid
1387,1388,n00021939,artifact
1388,1389,n03575240,instrumentality
1389,1390,n03183080,device
1390,1391,n03800933,musical_instrument
1391,1392,n03614532,keyboard_instrument
1392,1393,n03928116,piano
1393,1394,n03915437,percussion_instrument
1394,1395,n04338517,stringed_instrument
1395,1396,n02880546,bowed_stringed_instrument
1396,1397,n03025886,chordophone
1397,1398,n03467517,guitar
1398,1399,n04586932,wind_instrument
1399,1400,n02891788,brass
1400,1401,n03393324,free-reed_instrument
1401,1402,n03945615,pipe
1402,1403,n04598582,woodwind
1403,1404,n02817799,beating-reed_instrument
1404,1405,n03228016,double-reed_instrument
1405,1406,n04222847,single-reed_instrument
1406,1407,n02676261,acoustic_device
1407,1408,n02688443,airfoil
1408,1409,n02730265,applicator
1409,1410,n02855089,blower
1410,1411,n02895606,breathing_device
1411,1412,n03269401,electrical_device
1412,1413,n04470953,transducer
1413,1414,n03274561,electro-acoustic_transducer
1414,1415,n03277771,electronic_device
1415,1416,n03211117,display
1416,1417,n03320046,fan
1417,1418,n03339643,filter
1418,1419,n03508101,heater
1419,1420,n03574816,instrument
1420,1421,n03575691,instrument_of_execution
1421,1422,n03733925,measuring_instrument
1422,1423,n03735637,measuring_stick
1423,1424,n03753077,meter
1424,1425,n04437953,timepiece
1425,1426,n04555897,watch
1426,1427,n03046257,clock
1427,1428,n04134632,sandglass
1428,1429,n04438304,timer
1429,1430,n03739693,medical_instrument
1430,1431,n03813176,navigational_instrument
1431,1432,n03080497,compass
1432,1433,n03852280,optical_instrument
1433,1434,n04272054,spectacles
1434,1435,n04147495,scientific_instrument
1435,1436,n03709206,magnifier
1436,1437,n03760671,microscope
1437,1438,n03667829,light_microscope
1438,1439,n03484931,hand_glass
1439,1440,n04403638,telescope
1440,1441,n02751295,astronomical_telescope
1441,1442,n04565375,weapon
1442,1443,n03467984,gun
1443,1444,n03343853,firearm
1444,1445,n02759963,autoloader
1445,1446,n02760429,automatic_firearm
1446,1447,n02760855,automatic_rifle
1447,1448,n03701391,machine_gun
1448,1449,n03948459,pistol
1449,1450,n03614007,keyboard
1450,1451,n03664675,lifting_device
1451,1452,n03699975,machine
1452,1453,n03997484,power_tool
1453,1454,n03996145,power_saw
1454,1455,n02938886,calculator
1455,1456,n03082979,computer
1456,1457,n02708224,analog_computer
1457,1458,n03196324,digital_computer
1458,1459,n03918480,personal_computer
1459,1460,n03985232,portable_computer
1460,1461,n03322940,farm_machine
1461,1462,n04004475,printer
1462,1463,n04243941,slot_machine
1463,1464,n04417180,textile_machine
1464,1465,n03738472,mechanism
1465,1466,n03096960,control
1466,1467,n03736970,mechanical_device
1467,1468,n03700963,machine
1468,1469,n04574999,wheel
1469,1470,n04021798,pump
1470,1471,n04088797,ride
1471,1472,n04586421,winder
1472,1473,n04110955,rotating_mechanism
1473,1474,n03032811,circle
1474,1475,n03208556,disk
1475,1476,n03744840,memory_device
1476,1477,n03706653,magnetic_disk
1477,1478,n03851341,optical_device
1478,1479,n03656484,lens
1479,1480,n03099771,converging_lens
1480,1481,n04069276,reflector
1481,1482,n03773035,mirror
1482,1483,n04081844,restraint
1483,1484,n02889425,brake
1484,1485,n02891188,brake_system
1485,1486,n03551084,hydraulic_brake
1486,1487,n03323703,fastener
1487,1488,n03043958,clip
1488,1489,n03682487,lock
1489,1490,n03940256,pin
1490,1491,n04125853,safety_belt
1491,1492,n04120093,runner
1492,1493,n04217718,signaling_device
1493,1494,n04263760,source_of_illumination
1494,1495,n03636248,lamp
1495,1496,n03640988,lantern
1496,1497,n03665366,light
1497,1498,n04336034,strengthener
1498,1499,n02887209,brace
1499,1500,n04359589,support
1500,1501,n04038440,rack
1501,1502,n04341414,structural_member
1502,1503,n04515129,upright
1503,1504,n03988170,post
1504,1505,n04474466,trap
1505,1506,n04568557,web
1506,1507,n03563967,implement
1507,1508,n04451818,tool
1508,1509,n03154446,cutting_implement
1509,1510,n03154073,cutter
1510,1511,n03265032,edge_tool
1511,1512,n02764044,ax
1512,1513,n03623556,knife
1513,1514,n03239726,drill
1514,1515,n03418242,garden_tool
1515,1516,n03489162,hand_tool
1516,1517,n03848348,opener
1517,1518,n02877962,bottle_opener
1518,1519,n04516672,utensil
1519,1520,n03621049,kitchen_utensil
1520,1521,n03101986,cooking_utensil
1521,1522,n03101156,cooker
1522,1523,n03880531,pan
1523,1524,n03990474,pot
1524,1525,n04500060,turner
1525,1526,n03039947,cleaning_implement
1526,1527,n02908217,brush
1527,1528,n03294833,eraser
1528,1529,n04185071,sharpener
1529,1530,n03837422,oar
1530,1531,n04100174,rod
1531,1532,n04608567,writing_implement
1532,1533,n03906997,pen
1533,1534,n04317420,stick
1534,1535,n04296261,staff
1535,1536,n02788689,bar
1536,1537,n03659292,lever
1537,1538,n03613592,key
1538,1539,n04285622,sports_implement
1539,1540,n03094503,container
1540,1541,n04576211,wheeled_vehicle
1541,1542,n02834778,bicycle
1542,1543,n02959942,car
1543,1544,n03484083,handcart
1544,1545,n04170037,self-propelled_vehicle
1545,1546,n02740533,armored_vehicle
1546,1547,n03684823,locomotive
1547,1548,n03791235,motor_vehicle
1548,1549,n02958343,car
1549,1550,n03790512,motorcycle
1550,1551,n03769722,minibike
1551,1552,n04490091,truck
1552,1553,n04520170,van
1553,1554,n03896419,passenger_van
1554,1555,n04464852,tracked_vehicle
1555,1556,n04467099,trailer
1556,1557,n04543158,wagon
1557,1558,n02970849,cart
1558,1559,n02801938,basket
1559,1560,n02773037,bag
1560,1561,n04284002,spoon
1561,1562,n04139859,savings_bank
1562,1563,n03206908,dish
1563,1564,n02880940,bowl
1564,1565,n02839910,bin
1565,1566,n04183329,shaker
1566,1567,n04531098,vessel
1567,1568,n02801525,basin
1568,1569,n03593526,jar
1569,1570,n02876657,bottle
1570,1571,n03603722,jug
1571,1572,n04388743,tank
1572,1573,n04078574,reservoir
1573,1574,n03035510,cistern
1574,1575,n03241496,drinking_vessel
1575,1576,n03797390,mug
1576,1577,n02946921,can
1577,1578,n03438257,glass
1578,1579,n04060904,receptacle
1579,1580,n03210683,dispenser
1580,1581,n03871083,package
1581,1582,n02883344,box
1582,1583,n04340750,strongbox
1583,1584,n03733644,measure
1584,1585,n02974697,case
1585,1586,n03294048,equipment
1586,1587,n04285146,sports_equipment
1587,1588,n03446832,golf_equipment
1588,1589,n02799897,baseball_equipment
1589,1590,n03472232,gymnastic_apparatus
1590,1591,n02802721,basketball_equipment
1591,1592,n03134853,croquet_equipment
1592,1593,n04571292,weight
1593,1594,n03414162,game_equipment
1594,1595,n03413828,game
1595,1596,n04028315,puzzle
1596,1597,n02778669,ball
1597,1598,n03926148,photographic_equipment
1598,1599,n02942699,camera
1599,1600,n03430959,gear
1600,1601,n03619396,kit
1601,1602,n04091097,rig
1602,1603,n03241093,drill_rig
1603,1604,n04137444,satellite
1604,1605,n04264914,spacecraft
1605,1606,n03278248,electronic_equipment
1606,1607,n02757462,audio_system
1607,1608,n04077430,reproducer
1608,1609,n04315948,stereo
1609,1610,n03916720,peripheral
1610,1611,n03163973,data_input_device
1611,1612,n04401088,telephone
1612,1613,n04044498,radiotelephone
1613,1614,n02727825,apparatus
1614,1615,n03257586,duplicator
1615,1616,n04077734,rescue_equipment
1616,1617,n04447443,toiletry
1617,1618,n03128519,cream
1618,1619,n03113152,cosmetic
1619,1620,n03714235,makeup
1620,1621,n03100490,conveyance
1621,1622,n04524313,vehicle
1622,1623,n03125870,craft
1623,1624,n02686568,aircraft
1624,1625,n03510583,heavier-than-air_craft
1625,1626,n02691156,airplane
1626,1627,n03666917,lighter-than-air_craft
1627,1628,n04530566,vessel
1628,1629,n02858304,boat
1629,1630,n03790230,motorboat
1630,1631,n04158807,sea_boat
1631,1632,n04244997,small_boat
1632,1633,n04128837,sailing_vessel
1633,1634,n04128499,sailboat
1634,1635,n04194289,ship
1635,1636,n02965300,cargo_ship
1636,1637,n03896103,passenger_ship
1637,1638,n04552696,warship
1638,1639,n04348184,submersible
1639,1640,n03764276,military_vehicle
1640,1641,n04099429,rocket
1641,1642,n04235291,sled
1642,1643,n03678362,litter
1643,1644,n04019101,public_transport
1644,1645,n04468005,train
1645,1646,n03896233,passenger_train
1646,1647,n02924116,bus
1647,1648,n03091374,connection
1648,1649,n02755352,attachment
1649,1650,n03664943,ligament
1650,1651,n03405265,furnishing
1651,1652,n03405725,furniture
1652,1653,n02766320,baby_bed
1653,1654,n02821943,bedroom_furniture
1654,1655,n02818832,bed
1655,1656,n02933112,cabinet
1656,1657,n03015254,chest_of_drawers
1657,1658,n03636649,lamp
1658,1659,n03842156,office_furniture
1659,1660,n04161981,seat
1660,1661,n02828884,bench
1661,1662,n03001627,chair
1662,1663,n03002210,chair_of_state
1663,1664,n04256520,sofa
1664,1665,n03100346,convertible
1665,1666,n04379243,table
1666,1667,n04379964,table
1667,1668,n04549122,wall_unit
1668,1669,n04118021,rug
1669,1670,n03151077,curtain
1670,1671,n06254669,medium
1671,1672,n06263609,print_media
1672,1673,n06263369,press
1673,1674,n06595351,magazine
1674,1675,n04377057,system
1675,1676,n03078287,communication_system
1676,1677,n04400289,telecommunication_system
1677,1678,n04341686,structure
1678,1679,n02733524,arch
1679,1680,n02735688,area
1680,1681,n02898711,bridge
1681,1682,n02913152,building
1682,1683,n03322570,farm_building
1683,1684,n03544360,house
1684,1685,n04079244,residence
1685,1686,n04073948,religious_residence
1686,1687,n03859280,outbuilding
1687,1688,n04187547,shed
1688,1689,n03953416,place_of_worship
1689,1690,n04210390,shrine
1690,1691,n04417809,theater
1691,1692,n02914991,building_complex
1692,1693,n03956922,plant
1693,1694,n03316406,factory
1694,1695,n03074380,column
1695,1696,n03171356,defensive_structure
1696,1697,n03385557,fortification
1697,1698,n03297735,establishment
1698,1699,n03574555,institution
1699,1700,n03907654,penal_institution
1700,1701,n03111690,correctional_institution
1701,1702,n03953020,place_of_business
1702,1703,n03748162,mercantile_establishment
1703,1704,n03722288,marketplace
1704,1705,n04202417,shop
1705,1706,n03546340,housing
1706,1707,n03259505,dwelling
1707,1708,n03638321,landing
1708,1709,n03743902,memorial
1709,1710,n03839993,obstruction
1710,1711,n02796623,barrier
1711,1712,n03327234,fence
1712,1713,n04046974,rail_fence
1713,1714,n03454707,grate
1714,1715,n03795580,movable_barrier
1715,1716,n03221720,door
1716,1717,n03427296,gate
1717,1718,n04191595,shelter
1718,1719,n04411264,tent
1719,1720,n04217882,signboard
1720,1721,n04361095,supporting_structure
1721,1722,n03391770,framework
1722,1723,n04038727,rack
1723,1724,n04360501,support
1724,1725,n04460130,tower
1725,1726,n03129123,creation
1726,1727,n04007894,product
1727,1728,n04599396,work
1728,1729,n06589574,publication
1729,1730,n04188643,sheet
1730,1731,n02856463,board
1731,1732,n03959936,plate
1732,1733,n03309808,fabric
1733,1734,n03932670,piece_of_cloth
1734,1735,n04459362,towel
1735,1736,n03122748,covering
1736,1737,n04605726,wrapping
1737,1738,n03590306,jacket
1738,1739,n04151940,screen
1739,1740,n03380867,footwear
1740,1741,n04199027,shoe
1741,1742,n02872752,boot
1742,1743,n03050026,cloth_covering
1743,1744,n03237639,dressing
1744,1745,n02785648,bandage
1745,1746,n02680110,adhesive_bandage
1746,1747,n02820210,bedclothes
1747,1748,n03366823,floor_cover
1748,1749,n03727837,mat
1749,1750,n03051540,clothing
1750,1751,n02756098,attire
1751,1752,n03206718,disguise
1752,1753,n03476083,hairpiece
1753,1754,n04015204,protective_garment
1754,1755,n02671780,accessory
1755,1756,n02827606,belt
1756,1757,n03859495,outerwear
1757,1758,n03450516,gown
1758,1759,n03419014,garment
1759,1760,n04531873,vest
1760,1761,n04371563,swimsuit
1761,1762,n04489008,trouser
1762,1763,n04143897,scarf
1763,1764,n03816005,neckwear
1764,1765,n03815615,necktie
1765,1766,n04230808,skirt
1766,1767,n03863923,overgarment
1767,1768,n03045337,cloak
1768,1769,n03057021,coat
1769,1770,n04049405,raincoat
1770,1771,n04370048,sweater
1771,1772,n04021028,pullover
1772,1773,n04097866,robe
1773,1774,n04197391,shirt
1774,1775,n04508163,undergarment
1775,1776,n03490324,handwear
1776,1777,n03441112,glove
1777,1778,n03502509,headdress
1778,1779,n03513137,helmet
1779,1780,n02954340,cap
1780,1781,n03497657,hat
1781,1782,n03381126,footwear
1782,1783,n03540267,hosiery
1783,1784,n04434932,tights
1784,1785,n04323819,stocking
1785,1786,n04509592,uniform
1786,1787,n03825080,nightwear
1787,1788,n02728440,apparel
1788,1789,n04603872,workwear
1789,1790,n04596852,woman's_clothing
1790,1791,n03236735,dress
1791,1792,n04014297,protective_covering
1792,1793,n04192858,shield
1793,1794,n03959701,plate
1794,1795,n02740764,armor_plate
1795,1796,n03513376,helmet
1796,1797,n02955065,cap
1797,1798,n04105068,roof
1798,1799,n02851099,blind
1799,1800,n04589190,window_blind
1800,1801,n04181718,shade
1801,1802,n04151581,screen
1802,1803,n02739668,armor
1803,1804,n02862048,body_armor
1804,1805,n03725035,mask
1805,1806,n03314378,face_mask
1806,1807,n04187061,sheath
1807,1808,n04191943,shelter
1808,1809,n02951843,canopy
1809,1810,n04453910,top
1810,1811,n02954938,cap
1811,1812,n03873064,padding
1812,1813,n03151500,cushion
1813,1814,n03076708,commodity
1814,1815,n03093574,consumer_goods
1815,1816,n03257877,durables
1816,1817,n02729837,appliance
1817,1818,n03251766,dryer
1818,1819,n03528263,home_appliance
1819,1820,n03620052,kitchen_appliance
1820,1821,n03063338,coffee_maker
1821,1822,n03862676,oven
1822,1823,n04580493,white_goods
1823,1824,n03252064,drygoods
1824,1825,n04580298,white_goods
1825,1826,n03672352,linen
1826,1827,n02807260,bath_linen
1827,1828,n03302121,excavation
1828,1829,n03982060,pool
1829,1830,n03169390,decoration
1830,1831,n02681518,adornment
1831,1832,n03597469,jewelry
1832,1833,n03178782,design
1833,1834,n03282591,emblem
1834,1835,n03964744,plaything
1835,1836,n00022903,article
1836,1837,n04550840,ware
1837,1838,n04597804,woodenware
1838,1839,n04381994,tableware
1839,1840,n03153375,cutlery
1840,1841,n03133538,crockery
1841,1842,n04362025,surface
1842,1843,n03536348,horizontal_surface
1843,1844,n03961939,platform
1844,1845,n03892891,part
1845,1846,n03932203,piece
